"Day number","Alive animals count","Plants number","Dead animals count","Free places on map","Average living animals energy","Average dead animals lifespan","Average children number for living animals","The most popular genotype"
"40","12","115","0","99","90.16666666666667","0.0","0.3333333333333333","[3, 7, 2, 7, 3, 4, 3, 7, 7, 0]"
